序號,縣市,統一編號,營業人名稱,營業人地址,稽徵機關,開始適用日期,停止適用日期,營業狀況,接受行動支付工具,行業代號,行業代號名稱,行業代號1,行業代號名稱1,行業代號2,行業代號名稱2,行業代號3,行業代號名稱3,資料集日期
009325,新北市,85173880,弘香企業社,新北市中和區秀水里大仁街７號（１樓）,中和稽徵所,1101006,,營業中,街口支付,561115,餐館、餐廳,,,,,,,20211026
009326,新北市,85174298,香厝小家料理,新北市三重區光華里信義街７３號（１樓）,三重稽徵所,1090131,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
009327,新北市,85175521,世瑋小吃店,新北市中和區德穗里莒光路８２號,中和稽徵所,1081218,1091231,營業中,街口支付,561115,餐館、餐廳,,,,,,,20211026
009328,新北市,85176423,阿昇食堂,新北市板橋區中山里合安一路１０３號,板橋分局,1090320,,非營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
009329,新北市,85177083,一起享食小舖,新北市中和區平河里建一路１８３號,中和稽徵所,1090331,,非營業中,街口支付,561111,早餐店,,,,,,,20211026
009330,新北市,85177491,竹饗小吃店,新北市汐止區復興里龍安路１７１號,汐止稽徵所,1100315,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
009331,新北市,85177605,巧軒美容店,新北市三重區正安里自強路１段１５１號２樓,三重稽徵所,1081217,,營業中,台灣Pay,962299,其他美容美體服務,,,,,,,20211026
009332,新北市,85178180,一七二小吃店,新北市永和區民族里得和路１７２號,中和稽徵所,1090217,,營業中,街口支付,561115,餐館、餐廳,,,,,,,20211026
009333,新北市,85178597,立福商行,新北市樹林區東山里中山路２段１５１巷８弄３３號,板橋分局,1090327,,營業中,街口支付,487113,經營網路購物,,,,,,,20211026
009334,新北市,85178604,饗味鮮餐廳,新北市新莊區後港里後港一路１１２號,新莊稽徵所,1090305,,營業中,街口支付,561113,麵店、小吃店,,,,,,,20211026
009335,新北市,85178858,溫叨小吃店,新北市三重區立德里忠孝路２段４６號,三重稽徵所,1090130,,營業中,街口支付,561111,早餐店,,,,,,,20211026
009336,新北市,85178935,有展商行,新北市蘆洲區九芎里長安街４２號（１樓）,三重稽徵所,1090408,,非營業中,LINE,561113,麵店、小吃店,,,,,,,20211026
009337,新北市,85178962,詠綺小吃店,新北市中和區壽德里華順街１２０號１樓,中和稽徵所,1090122,,營業中,街口支付,561115,餐館、餐廳,,,,,,,20211026
009338,新北市,85179759,晨希早餐店,新北市新莊區昌隆里中華路２段１７２號,新莊稽徵所,1100824,,營業中,Pi拍錢包,561111,早餐店,,,,,,,20211026
009339,新北市,85179961,星創車業行,新北市五股區成德里成泰路３段５７７巷１０號（１樓）,新莊稽徵所,1091110,,營業中,台灣Pay,959100,機車維修,,,,,,,20211026
009340,新北市,85181170,蝦犇台式流水蝦餐廳,新北市新莊區立志里新泰路４１２號１樓,新莊稽徵所,1090716,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
009341,新北市,85181397,鴻業燒臘店,新北市中和區中正里連城路３７７號（１樓）,中和稽徵所,1090224,,營業中,台灣Pay,561112,便當、自助餐店,,,,,,,20211026
009342,新北市,85181523,三勝國際商行,新北市三重區大同里重新路３段３８號（１樓）,三重稽徵所,1090610,,營業中,LINE,561115,餐館、餐廳,,,,,,,20211026
009343,宜蘭縣,85182831,１２３會館,宜蘭縣五結鄉協和村公園一路１８號,羅東稽徵所,1081217,,營業中,台灣Pay,551013,民宿,,,,,,,20211026
009344,桃園市,85185470,生源藥局,桃園市中壢區中央里中光路７１號,中壢稽徵所,1090122,,營業中,感應付款-信用卡或金融卡,475112,西藥零售,475113,醫療耗材零售,,,,,20211026
009345,新北市,85190396,四維小廚,新北市永和區民生里四維街７９號１樓,中和稽徵所,1081226,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
009346,新北市,85190939,驛行旅民宿,新北市瑞芳區龍川里明燈路三段１３６巷１號,瑞芳服務處,1081007,,非營業中,台灣Pay,551013,民宿,,,,,,,20211026
009347,新竹縣,85195553,漢神小吃店,新竹縣竹北市鹿場里成功一街３０號,竹北分局,1081225,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
009348,新竹市,85196716,亞瑪烘焙工作室,新竹市北　區新民里愛文街１３號,新竹分局,1090519,,營業中,台灣Pay,563112,咖啡館,,,,,,,20211026
009349,新竹縣,85196737,暢流洋行,新竹縣竹北市文興路１６１號６樓,竹北分局,1090324,,營業中,台灣Pay,487113,經營網路購物,,,,,,,20211026
009350,新竹縣,85196899,盡倫小吃店,新竹縣湖口鄉孝勢村忠孝路１２－１１號,竹北分局,1080927,1090521,非營業中,街口支付,561113,麵店、小吃店,,,,,,,20211026
009351,新竹縣,85196960,桃喜悠境休閒莊園,新竹縣五峰鄉桃山村０１３鄰清泉２０９－３６號臨,竹東稽徵所,1101012,,營業中,感應付款-信用卡或金融卡,559099,未分類其他住宿,,,,,,,20211026
009352,新竹縣,85197594,宏享小吃店,新竹縣竹北市鹿場里自強六街８６號,竹北分局,1081104,1091211,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
009353,新竹縣,85197594,宏享小吃店,新竹縣竹北市鹿場里自強六街８６號,竹北分局,1081203,1091211,營業中,街口支付,561115,餐館、餐廳,,,,,,,20211026
009354,新竹縣,85198377,均均小吃店,新竹縣竹北市斗崙里光明六路７５號一樓,竹北分局,1090214,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
009355,新竹縣,85198475,黑食堂,新竹縣竹北市成功一街４０號,竹北分局,1090310,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
009356,新竹縣,85198783,成金小吃店,新竹縣竹北市隘口里文興路二段１６６號１樓,竹北分局,1090924,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
009357,新竹縣,85198926,鈞記火鍋店,新竹縣竹北市東興里嘉興路３３６號,竹北分局,1090120,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
009358,新竹縣,85199684,珍兒飾品屋,新竹縣竹東鎮榮樂里榮樂街２號１樓,竹東稽徵所,1090325,,營業中,台灣Pay,473999,未分類其他服飾品零售,,,,,,,20211026
009359,新竹縣,85199951,煒楷早午餐店,新竹縣竹北市東平里六家五路一段３５５號,竹北分局,1091026,,營業中,台灣Pay,561111,早餐店,,,,,,,20211026
009360,新竹縣,85200107,小時厚小吃館,新竹縣湖口鄉孝勢村忠孝路２３之１號,竹北分局,1090109,,非營業中,街口支付,561115,餐館、餐廳,,,,,,,20211026
009361,新竹縣,85200140,莉娣雅工作坊,新竹縣竹北市文化里文信路３１７號１樓,竹北分局,1090922,,營業中,台灣Pay,962299,其他美容美體服務,,,,,,,20211026
009362,,85200541,,,,1090408,,營業中,台灣Pay,,,,,,,,,20211026
009363,花蓮縣,85205433,山度空間涼水店,花蓮縣壽豐鄉鹽寮村００８鄰大坑５３號１樓,花蓮分局,1091105,,營業中,街口支付,563111,冰果店、冷（熱）飲店,561115,餐館、餐廳,,,,,20211026
009364,花蓮縣,85205671,畫學設計工作室,花蓮縣花蓮市國富里０２７鄰富祥街１１９號１樓,花蓮分局,1090226,,營業中,台灣Pay,740916,多媒體設計,740914,視覺傳達與平面設計,740913,包裝設計,740911,企業識別標誌設計,20211026
009365,花蓮縣,85206123,冠誠小吃店,花蓮縣花蓮市國華里林森路３３１－１號,花蓮分局,1090416,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
009366,花蓮縣,85208327,謝林記香雞排飯,花蓮縣花蓮市主力里０１８鄰中華路３２２號,花蓮分局,1080927,,非營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
009367,花蓮縣,85208620,興瑞隆企業社,花蓮縣瑞穗鄉瑞美村新生一路１０號,玉里稽徵所,1090116,,營業中,台灣Pay,474112,家電（視聽設備及家用空調器具除外）零售,483111,電腦及電腦週邊設備零售,433116,監視系統裝修工程,,,20211026
009368,花蓮縣,85208868,虎藏燒肉,花蓮縣花蓮市主學里中正路３７１號１樓,花蓮分局,1090304,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
009369,花蓮縣,85210941,不正坊,花蓮縣花蓮市主商里南京街３２８號１樓,花蓮分局,1090723,,營業中,台灣Pay,472922,西點麵包零售,,,,,,,20211026
009370,花蓮縣,85211929,黎悠香草工作室,花蓮縣鳳林鎮鳳仁里光復路１７１號１樓,花蓮分局,1090330,,營業中,台灣Pay,969099,未分類其他個人服務,472914,飲料零售,193099,其他清潔用品及化粧品製造,193015,清潔用化粧品製造,20211026
009371,花蓮縣,85212151,東傑茶園,花蓮縣花蓮市主工里仁愛街５５號１樓,花蓮分局,1090610,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,472915,茶葉零售,,,,,20211026
009372,花蓮縣,85213216,田中湘會農產行,花蓮縣花蓮市主計里００４鄰仁愛街２―２號１樓,花蓮分局,1090616,,營業中,台灣Pay,472111,蔬菜零售,472112,水果零售,472999,未分類其他食品、飲料及菸草製品零售,,,20211026
009373,基隆市,85216760,馬家食府小吃坊,基隆市信義區義和里信二路２５號（１樓）,信義稽徵所,1081231,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
009374,基隆市,85218346,寶貝工坊,基隆市仁愛區新店里孝二路８５號１樓,基隆分局,1091029,,營業中,台灣Pay,473211,服裝零售,,,,,,,20211026
009375,基隆市,85220125,陳坤田水菓行,基隆市安樂區嘉仁里崇德路１９４號５樓,基隆分局,1081223,,營業中,台灣Pay,454112,水果批發,472112,水果零售,,,,,20211026
009376,新竹市,85223684,喬幼婦嬰用品百貨,新竹市北　區中雅里延平路一段１６１巷１７號１樓,新竹分局,1080917,,營業中,台灣Pay,474916,紙尿褲零售,475299,其他化粧品零售,473299,其他服裝及其配件零售,,,20211026
009377,新竹市,85223930,錦華水餃店,新竹市北　區金華里田美三街５１號１樓,新竹分局,1090827,,營業中,街口支付,472928,麵食品零售,,,,,,,20211026
009378,新竹市,85223994,世新花芳冷飲,新竹市東　區復興里中央路３６２號,新竹分局,1081202,,非營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
009379,新竹市,85224038,金太子平價牛排館,新竹市北　區中山里東門街１７９號１樓,新竹分局,1081126,,非營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
009380,新竹市,85224092,醫潔企業社,新竹市東　區軍功里建功一路１０４巷２０―１６號,新竹分局,1081101,,營業中,台灣Pay,812100,建築物一般清潔服務,,,,,,,20211026
009381,新竹市,85224234,潔醫企業社,新竹市東　區軍功里建功一路１０４巷２０―１６號,新竹分局,1081101,,營業中,台灣Pay,812100,建築物一般清潔服務,,,,,,,20211026
009382,新竹市,85224380,星鮮喝手搖飲料店,新竹市東　區關新里光復路一段３６２－２１號１樓,新竹分局,1081128,,營業中,街口支付,563111,冰果店、冷（熱）飲店,,,,,,,20211026
009383,新竹市,85224543,侑廷商行,新竹市東　區關新里００６鄰關新二街１１９號１樓,新竹分局,1080909,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
009384,新竹市,85225389,咕咕鳥音樂工作室,新竹市北　區湳雅里武陵路２６６號５樓之４,新竹分局,1081225,,營業中,台灣Pay,859213,音樂教學,,,,,,,20211026
009385,新竹市,85225439,米那鐵企業社,新竹市東　區關新里關新西街１５９號１樓,新竹分局,1090310,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
009386,新竹市,85225466,咕咕安鈷幸福烘焙坊,新竹市北　區西雅里北新街１１３號,新竹分局,1090306,,營業中,台灣Pay,472922,西點麵包零售,,,,,,,20211026
009387,新竹市,85225584,中正小豬壽司,新竹市北　區北門里中正路２２９號,新竹分局,1081230,,營業中,LINE,561113,麵店、小吃店,,,,,,,20211026
009388,新竹市,85225629,得爾發商行,新竹市東　區綠水里食品路２５巷１０號,新竹分局,1081017,,營業中,台灣Pay,473999,未分類其他服飾品零售,,,,,,,20211026
009389,新竹市,85226253,湘紘企業社,新竹市東　區關新里關新北路１６９號,新竹分局,1081105,,營業中,台灣Pay,962299,其他美容美體服務,,,,,,,20211026
009390,新竹市,85227210,泰調啤泰式小吃,新竹市北　區北門里北大路１７６號１樓,新竹分局,1091223,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
009391,新竹市,85227231,歡喜樂早餐店,新竹市北　區民富里經國路二段２７６號,新竹分局,1090903,,營業中,Pi拍錢包,561111,早餐店,,,,,,,20211026
009392,新竹市,85227274,曼曼經營商行,新竹市東　區仙水里光復路一段２５５號１樓,新竹分局,1090305,,營業中,LINE,561113,麵店、小吃店,,,,,,,20211026
009393,新竹市,85227339,宜信小吃店,新竹市東　區軍功里建功路２９號,新竹分局,1090210,,營業中,LINE,561113,麵店、小吃店,,,,,,,20211026
009394,新竹市,85227555,青畑九號北門紅豆餅,新竹市北　區中興里北門街６９號１樓,新竹分局,1090207,,非營業中,台灣Pay,472922,西點麵包零售,486111,食品零售攤販,,,,,20211026
009395,新竹市,85227921,玫瑰夫人早餐店,新竹市東　區錦華里北大路６５號１樓,新竹分局,1091208,,營業中,台灣Pay,561111,早餐店,,,,,,,20211026
009396,新竹市,85227942,辰甯商行,新竹市東　區東園里中華路一段４２６號,新竹分局,1090122,,營業中,感應付款-信用卡或金融卡,563112,咖啡館,,,,,,,20211026
009397,新竹市,85227942,辰甯商行,新竹市東　區東園里中華路一段４２６號,新竹分局,1090217,1101022,營業中,台灣Pay,563112,咖啡館,,,,,,,20211026
009398,新竹市,85228040,甯馨便當店,新竹市東　區新莊里光復路一段３８６號１樓,新竹分局,1091229,,營業中,台灣Pay,561112,便當、自助餐店,,,,,,,20211026
009399,新竹市,85229168,一通餐飲商號,新竹市東　區關東里關東路１０２號１樓,新竹分局,1100721,,營業中,街口支付,561112,便當、自助餐店,,,,,,,20211026
009400,新竹市,85229195,鈞朋企業社,新竹市東　區關東里光復路一段３１６號,新竹分局,1091023,,營業中,台灣Pay,561112,便當、自助餐店,,,,,,,20211026
009401,新竹市,85229343,天元拉麵,新竹市東　區成功里勝利路１０２號１樓,新竹分局,1090313,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
009402,新竹市,85229907,金大洋企業社,新竹市東　區三民里民族路２０８號１樓,新竹分局,1090330,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
009403,新竹市,85229907,金大洋企業社,新竹市東　區三民里民族路２０８號１樓,新竹分局,1100512,,營業中,LINE,563111,冰果店、冷（熱）飲店,,,,,,,20211026
009404,新竹市,85230019,興瑞富商行,新竹市東　區光復里東明街２１１號４樓之１,新竹分局,1090602,,營業中,台灣Pay,472999,未分類其他食品、飲料及菸草製品零售,,,,,,,20211026
009405,新竹市,85230192,祥全小吃館,新竹市東　區軍功里建新路４６號１樓,新竹分局,1090312,,營業中,街口支付,561115,餐館、餐廳,563111,冰果店、冷（熱）飲店,,,,,20211026
009406,新竹市,85230691,周大發企業社,新竹市東　區仙宮里寶山路４２８號一樓,新竹分局,1090420,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
009407,新竹市,85231143,小東泉茶品,新竹市東　區復中里民生路２２８號一樓,新竹分局,1090423,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
009408,新竹市,85231468,享享南洋鍋物,新竹市東　區親仁里東大路一段１１９號,新竹分局,1090702,1100628,非營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
009409,新竹市,85231713,竹原經絡推拿,新竹市東　區建華里寶山路１４５巷３１號,新竹分局,1100423,,營業中,台灣Pay,969015,按摩服務,,,,,,,20211026
009410,新北市,85232240,吉發藥局,新北市板橋區百壽里文化路一段１８８巷５弄１５號,板橋分局,1100729,,非營業中,台灣Pay,475112,西藥零售,,,,,,,20211026
009411,桃園市,85235231,小巷子清燉牛肉麵,桃園市中壢區興南里恩德街５０號１樓,中壢稽徵所,1090327,,營業中,台灣Pay,561113,麵店、小吃店,472914,飲料零售,,,,,20211026
009412,桃園市,85235289,福川宴小吃店,桃園市中壢區信義里福州路１０１號１樓,中壢稽徵所,1081025,,營業中,街口支付,561113,麵店、小吃店,,,,,,,20211026
009413,桃園市,85235936,饗樂餐飲店,桃園市中壢區中建里大同路１０５號１樓,中壢稽徵所,1090408,,非營業中,LINE,561113,麵店、小吃店,,,,,,,20211026
009414,桃園市,85237054,閃閃兒企業社,桃園市中壢區石頭里復興路１２２號１樓,中壢稽徵所,1081209,,營業中,台灣Pay,473299,其他服裝及其配件零售,,,,,,,20211026
009415,桃園市,85237189,阿大社,桃園市桃園區寶山里０１５鄰寶山街１９０號１樓,桃園分局,1090110,,營業中,LINE,561115,餐館、餐廳,,,,,,,20211026
009416,桃園市,85237322,雨彤小舖,桃園市大溪區三元里００５鄰三元二街９號,大溪稽徵所,1100824,,營業中,台灣Pay,473211,服裝零售,475299,其他化粧品零售,,,,,20211026
009417,桃園市,85238413,三和早餐店,桃園市大溪區田心里００３鄰信義路１５０號,大溪稽徵所,1081119,,營業中,台灣Pay,561111,早餐店,,,,,,,20211026
009418,桃園市,85238455,萊馥餐飲企業社,桃園市桃園區瑞慶里莊一街６６號,桃園分局,1081111,,營業中,感應付款-信用卡或金融卡,561115,餐館、餐廳,,,,,,,20211026
009419,桃園市,85238960,林厝火雞肉飯專賣店,桃園市桃園區西門里００４鄰三民路三段２０９號１樓,桃園分局,1090107,,營業中,LINE,561113,麵店、小吃店,,,,,,,20211026
009420,桃園市,85238976,晉昊之髮沙龍,桃園市桃園區寶山里民有三街４８１號（１樓）,桃園分局,1081216,,營業中,街口支付,962111,美髮院及髮廊,,,,,,,20211026
009421,桃園市,85239118,伍博麵館,桃園市中壢區普仁里中北路７０號１樓,中壢稽徵所,1090518,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
009422,桃園市,85239840,楊新輕食早午餐,桃園市楊梅區楊梅里楊新路６６號（１）樓,楊梅稽徵所,1081213,,營業中,台灣Pay,561111,早餐店,,,,,,,20211026
009423,桃園市,85239905,良與娥髮藝,桃園市中壢區自強里永強街６號１樓,中壢稽徵所,1091013,,營業中,台灣Pay,962111,美髮院及髮廊,,,,,,,20211026
009424,桃園市,85240179,晨廷小吃店,桃園市桃園區雲林里昆明路１３６號,桃園分局,1090210,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
009425,桃園市,85240467,以撒餐飲店,桃園市大園區橫峰里大成路二段１１號１樓,桃園分局,1100831,,營業中,Pi拍錢包,561111,早餐店,,,,,,,20211026
009426,桃園市,85240972,叁叁壹臭臭鍋,桃園市中壢區華勛里華勛街３３３號（１樓）,中壢稽徵所,1090115,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
009427,桃園市,85241120,箭毒蛙之吻料理坊,桃園市龜山區文化里文興路２２１號,桃園分局,1081218,,營業中,台灣Pay,561113,麵店、小吃店,472914,飲料零售,,,,,20211026
009428,桃園市,85241901,睿儀小吃店,桃園市桃園區玉山里秀山路１０５號（１樓）,桃園分局,1090131,,營業中,街口支付,561111,早餐店,,,,,,,20211026
009429,桃園市,85242401,舞賀饌興業行,桃園市桃園區同安里００２鄰中正路８８０號１樓,桃園分局,1081015,,非營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
009430,桃園市,85242520,福炙餐飲坊,桃園市桃園區同安里００５鄰新埔八街６號（１樓）,桃園分局,1090904,,營業中,LINE,561113,麵店、小吃店,,,,,,,20211026
009431,桃園市,85242768,星星麻辣鴛鴦火鍋,桃園市桃園區中德里中路街２１號１樓,桃園分局,1080923,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
009432,桃園市,85243062,柒貳科技企業社,桃園市桃園區同德里中埔六街１１６號（１樓）,桃園分局,1081120,,營業中,台灣Pay,561111,早餐店,,,,,,,20211026
009433,桃園市,85243062,柒貳科技企業社,桃園市桃園區同德里中埔六街１１６號（１樓）,桃園分局,1090207,,營業中,LINE,561111,早餐店,,,,,,,20211026
009434,桃園市,85243062,柒貳科技企業社,桃園市桃園區同德里中埔六街１１６號（１樓）,桃園分局,1090327,,營業中,街口支付,561111,早餐店,,,,,,,20211026
009435,桃園市,85243154,詠麒企業社,桃園市中壢區振興里龍岡路３段２６２巷５２弄２號１樓,中壢稽徵所,1081017,,營業中,台灣Pay,473312,鞋類及其配件（真皮鞋類及其配件除外）零售,,,,,,,20211026
009436,桃園市,85243984,小曉火鍋,桃園市龜山區文青里文青二路１號１樓,桃園分局,1081019,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
009437,桃園市,85244061,豪味手作便當,桃園市楊梅區楊梅里楊新路１３８號（１樓）,楊梅稽徵所,1081226,,營業中,台灣Pay,561112,便當、自助餐店,,,,,,,20211026
009438,桃園市,85244132,思銅小吃店,桃園市大園區橫峰里３１鄰春德路１５８號,桃園分局,1090102,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
009439,桃園市,85244180,晨饌早餐店,桃園市中壢區福德里成章一街１６號１樓,中壢稽徵所,1081128,,非營業中,街口支付,561111,早餐店,,,,,,,20211026
009440,桃園市,85244219,金匙堂,桃園市龜山區大華里文化七路１７２號（１樓）,桃園分局,1081025,,非營業中,台灣Pay,561112,便當、自助餐店,,,,,,,20211026
009441,桃園市,85244246,安芯飲料店,桃園市桃園區同安里藝文一街８０號１樓,桃園分局,1081105,,營業中,街口支付,563111,冰果店、冷（熱）飲店,,,,,,,20211026
009442,桃園市,85244560,達峰團購商行,桃園市中壢區至善里後寮二路２５１號１、２樓,中壢稽徵所,1081223,,營業中,台灣Pay,487113,經營網路購物,,,,,,,20211026
009443,桃園市,85244647,萬大小吃店,桃園市楊梅區瑞塘里萬大路３８號,楊梅稽徵所,1081218,1090707,營業中,台灣Pay,561200,餐食攤販,,,,,,,20211026
009444,桃園市,85245420,錦星購物商行,桃園市蘆竹區錦興里南竹路一段１１８號１樓,桃園分局,1090603,,營業中,台灣Pay,472999,未分類其他食品、飲料及菸草製品零售,474999,未分類其他家用器具及用品零售,,,,,20211026
009445,桃園市,85245998,陳大器鍋物,桃園市中壢區龍東里龍東路２５３號,中壢稽徵所,1090520,,非營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
009446,桃園市,85246151,莎莎蔓美鋪,桃園市八德區興仁里建德路１３２號（１樓）,桃園分局,1090106,,營業中,街口支付,962211,美甲美睫,,,,,,,20211026
009447,桃園市,85246321,江家餛飩,桃園市中壢區五權里中大路３００號,中壢稽徵所,1090130,,營業中,街口支付,561113,麵店、小吃店,,,,,,,20211026
009448,桃園市,85246384,再遇見咖啡館,桃園市桃園區文明里０１６鄰復興路２４８號１樓,桃園分局,1090107,,非營業中,街口支付,563112,咖啡館,,,,,,,20211026
009449,桃園市,85246390,世峰茶飲店,桃園市龜山區大華里文化七路１０６號,桃園分局,1081021,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
009450,桃園市,85246856,亮采蛋糕烘焙坊,桃園市中壢區普強里莒光路６５號１樓,中壢稽徵所,1081227,,營業中,台灣Pay,472999,未分類其他食品、飲料及菸草製品零售,,,,,,,20211026
009451,桃園市,85246928,新紀元美髮院,桃園市中壢區普仁里中山東路２段１１９號１樓,中壢稽徵所,1090618,,非營業中,台灣Pay,962111,美髮院及髮廊,,,,,,,20211026
009452,桃園市,85247150,文順商行,桃園市桃園區信光里００５鄰慈文路１１５號,桃園分局,1081112,,營業中,台灣Pay,961012,自助洗衣店,563111,冰果店、冷（熱）飲店,,,,,20211026
009453,桃園市,85247320,謙亨美妍坊,桃園市中壢區普仁里日新路９４號２樓,中壢稽徵所,1100526,,營業中,LINE,475299,其他化粧品零售,,,,,,,20211026
009454,桃園市,85247551,深深小吃店,桃園市中壢區新興里龍岡路１段１９６號,中壢稽徵所,1090130,,非營業中,街口支付,561111,早餐店,,,,,,,20211026
009455,桃園市,85248192,神戶原肉小吃店,桃園市中壢區龍昌里中山東路４段９６號１樓,中壢稽徵所,1081118,,營業中,感應付款-信用卡或金融卡,561113,麵店、小吃店,,,,,,,20211026
009456,桃園市,85249191,麗麗控肉飯,桃園市桃園區光興里縣府路２８號,桃園分局,1090508,,非營業中,台灣Pay,561112,便當、自助餐店,,,,,,,20211026
009457,桃園市,85249283,茂源小吃店,桃園市平鎮區義興里義民路２２２號１樓,中壢稽徵所,1081209,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
009458,桃園市,85249973,常綠樹小吃店,桃園市中壢區龍昌里龍昌路３０２號,中壢稽徵所,1081205,,營業中,台灣Pay,561111,早餐店,,,,,,,20211026
009459,桃園市,85249973,常綠樹小吃店,桃園市中壢區龍昌里龍昌路３０２號,中壢稽徵所,1090217,,營業中,街口支付,561111,早餐店,,,,,,,20211026
009460,桃園市,85249988,妞妞小吃店,桃園市中壢區中央里長江路３０號１樓,中壢稽徵所,1081206,,非營業中,台灣Pay,561111,早餐店,,,,,,,20211026
009461,桃園市,85249988,妞妞小吃店,桃園市中壢區中央里長江路３０號１樓,中壢稽徵所,1090219,,非營業中,街口支付,561111,早餐店,,,,,,,20211026
009462,桃園市,85250611,阿霞食堂,桃園市桃園區莊敬里莊二街１９號１樓,桃園分局,1090925,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
009463,桃園市,85250859,新風格美髮院,桃園市平鎮區南勢里中豐路南勢２段１４９號１樓,中壢稽徵所,1090618,,營業中,台灣Pay,962112,理髮店,,,,,,,20211026
009464,桃園市,85251111,木焱商行,桃園市中壢區自信里莊敬路７９３號１樓,中壢稽徵所,1090214,,非營業中,LINE,561113,麵店、小吃店,,,,,,,20211026
009465,桃園市,85251359,榮泉早午餐店,桃園市平鎮區湧豐里南豐路１２８號１樓,中壢稽徵所,1090218,,營業中,街口支付,561111,早餐店,,,,,,,20211026
009466,桃園市,85252104,毛來了親寵餐飲食堂,桃園市大園區橫峰里大華一街２８號１樓,桃園分局,1090528,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
009467,桃園市,85252907,居友綜合企業社,桃園市桃園區玉山里０１９鄰大同西路８巷１５弄２２號,桃園分局,1091211,,營業中,台灣Pay,474399,其他家飾品零售,,,,,,,20211026
009468,桃園市,85253027,茗川商行,桃園市中壢區青埔里高鐵站前西路２段１９５號１樓,中壢稽徵所,1090217,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
009469,桃園市,85253504,原味手作坊,桃園市平鎮區新勢里振興西路６３號１樓,中壢稽徵所,1090810,,營業中,台灣Pay,472999,未分類其他食品、飲料及菸草製品零售,,,,,,,20211026
009470,桃園市,85253595,珍珍小吃店,桃園市龜山區大華里文化三路５８０號,桃園分局,1090215,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
009471,桃園市,85254004,入飲茶行,桃園市蘆竹區順興里忠孝西路１７２號１樓,桃園分局,1090110,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
009472,桃園市,85254172,佑宸小吃店,桃園市桃園區大樹里１鄰桃鶯路３２９號（１樓）,桃園分局,1090410,,營業中,LINE,561113,麵店、小吃店,,,,,,,20211026
009473,桃園市,85254406,佳侑佳商行,桃園市蘆竹區營盤里長興路一段９０號１樓,桃園分局,1090103,,非營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
009474,桃園市,85254617,指標性髮廊,桃園市蘆竹區順興里南順四街６號,桃園分局,1090422,,營業中,街口支付,962112,理髮店,,,,,,,20211026
009475,桃園市,85255453,友聚企業社,桃園市桃園區瑞慶里莊一街７６號,桃園分局,1090312,,營業中,台灣Pay,563112,咖啡館,,,,,,,20211026
